d,y,q_model,q_base,loss_m,loss_b,w
2025-09-08,0.8053261637687683,1.3625901937484741,1.7836432456970215,0.05572640299797057,0.0978317081928253,2025-W37
2025-09-09,1.0642672777175903,1.2850472927093506,1.7836432456970215,0.02207800149917602,0.07193759679794309,2025-W37
2025-09-10,1.0642672777175903,1.2807118892669678,1.7836432456970215,0.02164446115493774,0.07193759679794309,2025-W37
2025-09-11,1.0642672777175903,1.224505066871643,1.7836432456970215,0.01602377891540527,0.07193759679794309,2025-W37
2025-09-12,1.1240293979644775,1.2315871715545654,1.734407663345337,0.010755777359008787,0.061037826538085926,2025-W37
2025-09-15,1.1240293979644775,1.2472470998764038,1.734407663345337,0.012321770191192623,0.061037826538085926,2025-W38
2025-09-16,1.1240293979644775,1.3753645420074463,1.734407663345337,0.02513351440429687,0.061037826538085926,2025-W38
2025-09-17,1.1240293979644775,1.3637642860412598,1.734407663345337,0.023973488807678217,0.061037826538085926,2025-W38
2025-09-18,1.1240293979644775,1.3863452672958374,1.7334007024765015,0.02623158693313598,0.06093713045120238,2025-W38
2025-09-19,0.8982230424880981,1.442689299583435,1.7334007024765015,0.05444662570953368,0.08351776599884031,2025-W38
2025-09-22,0.8982230424880981,1.4381871223449707,1.7334007024765015,0.05399640798568724,0.08351776599884031,2025-W39
2025-09-23,0.8982230424880981,1.4643478393554688,1.7334007024765015,0.05661247968673705,0.08351776599884031,2025-W39
2025-09-24,0.8982230424880981,1.50163733959198,1.7334007024765015,0.06034142971038817,0.08351776599884031,2025-W39
2025-09-25,0.8982230424880981,1.5331307649612427,1.7334007024765015,0.06349077224731443,0.08351776599884031,2025-W39
2025-09-26,0.8653609752655029,1.5670900344848633,1.7334007024765015,0.07017290592193602,0.08680397272109984,2025-W39
2025-09-29,0.8458360433578491,1.6357507705688477,1.7334007024765015,0.07899147272109984,0.08875646591186521,2025-W40
2025-09-30,0.8458360433578491,1.6121906042099,1.7334007024765015,0.07663545608520506,0.08875646591186521,2025-W40
2025-10-01,1.0339142084121704,1.5654969215393066,1.7334007024765015,0.05315827131271361,0.06994864940643308,2025-W40
2025-10-02,1.0339142084121704,1.5011441707611084,1.7334007024765015,0.04672299623489379,0.06994864940643308,2025-W40
2025-10-03,1.41146719455719,1.390790343284607,1.7334007024765015,0.018609166145324707,0.03219335079193115,2025-W40
2025-10-06,1.41146719455719,1.339579463005066,1.7334007024765015,0.06469895839691163,0.03219335079193115,2025-W41
2025-10-07,1.41146719455719,1.265760898590088,1.7334007024765015,0.13113566637039184,0.03219335079193115,2025-W41
2025-10-08,1.755242943763733,1.3548728227615356,1.7334007024765015,0.36033310890197756,0.0196580171585083,2025-W41
2025-10-09,2.1572823524475098,1.3255572319030762,1.7334007024765015,0.7485526084899903,0.3814934849739075,2025-W41
2025-10-10,2.1572823524475098,1.680227279663086,1.7334007024765015,0.42934956550598147,0.3814934849739075,2025-W41
2025-10-14,2.1572823524475098,1.5782029628753662,1.7334007024765015,0.5211714506149292,0.3814934849739075,2025-W42
2025-10-15,2.1572823524475098,1.5783979892730713,1.7334007024765015,0.5209959268569947,0.3814934849739075,2025-W42
2025-10-16,3.0532326698303223,1.97493314743042,1.734407663345337,0.9704695701599121,1.1869425058364869,2025-W42
2025-10-17,3.0532326698303223,2.474395990371704,1.734407663345337,0.5209530115127564,1.1869425058364869,2025-W42
2025-10-20,3.0532326698303223,2.4773294925689697,1.734407663345337,0.5183128595352173,1.1869425058364869,2025-W43
2025-10-21,3.0532326698303223,2.5213232040405273,1.734407663345337,0.47871851921081543,1.1869425058364869,2025-W43
2025-10-22,3.0532326698303223,2.4809296131134033,1.7531592845916748,0.5150727510452271,1.1700660467147828,2025-W43
2025-10-23,1.5013331174850464,3.485030174255371,1.7857269048690796,0.19836970567703244,0.028439378738403315,2025-W43
2025-10-24,1.5013331174850464,3.4317102432250977,1.789114236831665,0.1930377125740051,0.02877811193466186,2025-W43
2025-10-27,1.5013331174850464,3.4798479080200195,1.789114236831665,0.19785147905349726,0.02877811193466186,2025-W44
2025-10-28,1.3737714290618896,3.346994161605835,1.789114236831665,0.1973222732543945,0.04153428077697753,2025-W44
2025-10-29,1.3807501792907715,3.3560802936553955,1.789114236831665,0.19753301143646235,0.040836405754089346,2025-W44
2025-10-30,1.3807501792907715,2.5432558059692383,1.789114236831665,0.11625056266784665,0.040836405754089346,2025-W44
2025-10-31,1.3807501792907715,2.618074417114258,1.789114236831665,0.12373242378234861,0.040836405754089346,2025-W44
2025-11-04,1.3807501792907715,2.5608973503112793,1.789114236831665,0.11801471710205076,0.040836405754089346,2025-W45
2025-11-05,1.3807501792907715,2.3127405643463135,1.789114236831665,0.09319903850555418,0.040836405754089346,2025-W45
2025-11-06,1.8623391389846802,2.202996253967285,1.789114236831665,0.034065711498260494,0.06590241193771362,2025-W45
2025-11-07,1.8623391389846802,2.1104795932769775,1.789114236831665,0.02481404542922973,0.06590241193771362,2025-W45
2025-11-10,1.8623391389846802,2.0761775970458984,1.789114236831665,0.02138384580612182,0.06590241193771362,2025-W46
2025-11-11,1.8623391389846802,2.0852813720703125,1.789114236831665,0.02229422330856323,0.06590241193771362,2025-W46
2025-11-12,1.8623391389846802,2.04907488822937,1.789114236831665,0.01867357492446899,0.06590241193771362,2025-W46
2025-11-13,2.09660267829895,2.7136030197143555,1.8517651557922363,0.061700034141540516,0.2203537702560425,2025-W46
2025-11-14,2.09660267829895,2.5042214393615723,1.8619779348373413,0.040761876106262196,0.211162269115448,2025-W46
2025-11-18,2.09660267829895,2.4979395866394043,1.8623391389846802,0.0401336908340454,0.21083718538284302,2025-W47
2025-11-19,2.17861270904541,2.432345151901245,1.8623391389846802,0.02537324428558349,0.284646213054657,2025-W47
2025-11-20,2.17861270904541,2.392947196960449,1.8623391389846802,0.0214334487915039,0.284646213054657,2025-W47
2025-11-21,2.17861270904541,2.7666072845458984,1.8623391389846802,0.05879945755004882,0.284646213054657,2025-W47
2025-11-24,2.17861270904541,2.6180734634399414,1.906520128250122,0.043946075439453114,0.24488332271575927,2025-W48
2025-11-25,2.17861270904541,2.6118202209472656,1.9114294052124023,0.04332075119018554,0.24046497344970705,2025-W48
2025-11-26,1.5746608972549438,2.8820157051086426,1.9114294052124023,0.13073548078536984,0.033676850795745845,2025-W48
2025-11-27,1.7452539205551147,2.8232498168945312,1.9114294052124023,0.10779958963394162,0.016617548465728757,2025-W48
2025-11-28,1.7452539205551147,2.686553478240967,1.9114294052124023,0.09412995576858518,0.016617548465728757,2025-W48
2025-12-01,1.7452539205551147,2.5490593910217285,1.9768962860107422,0.08038054704666137,0.02316423654556274,2025-W49
2025-12-02,1.7452539205551147,2.5464720726013184,2.0853588581085205,0.08012181520462035,0.03401049375534057,2025-W49
2025-12-03,1.7452539205551147,2.0630738735198975,2.0853588581085205,0.031781995296478266,0.03401049375534057,2025-W49
2025-12-04,1.3028182983398438,2.3136606216430664,2.0853588581085205,0.10108423233032224,0.07825405597686766,2025-W49
2025-12-05,1.2077990770339966,2.2473838329315186,2.0853588581085205,0.10395847558975217,0.08775597810745238,2025-W49
2025-12-09,1.0591070652008057,2.2708797454833984,2.0853588581085205,0.12117726802825925,0.10262517929077146,2025-W50
2025-12-10,1.0731637477874756,2.26908016204834,2.0853588581085205,0.1195916414260864,0.10121951103210447,2025-W50
2025-12-11,1.1379026174545288,2.2740988731384277,2.0853588581085205,0.11361962556838986,0.09474562406539914,2025-W50
2025-12-12,2.3163199424743652,1.9380865097045898,2.0853588581085205,0.3404100894927979,0.20786497592926026,2025-W50
2025-12-15,2.3163199424743652,1.9093717336654663,2.0853588581085205,0.36625338792800904,0.20786497592926026,2025-W51
2025-12-16,2.3163199424743652,1.806100606918335,2.0853588581085205,0.45919740200042725,0.20786497592926026,2025-W51
2025-12-17,2.3163199424743652,1.8377799987792969,2.0853588581085205,0.43068594932556153,0.20786497592926026,2025-W51
2025-12-18,2.3163199424743652,1.8816367387771606,2.0853588581085205,0.39121488332748416,0.20786497592926026,2025-W51
2025-12-19,1.688401460647583,3.3228883743286133,2.09660267829895,0.163448691368103,0.04082012176513671,2025-W51
2025-12-22,2.228762626647949,2.816026449203491,2.09660267829895,0.05872638225555419,0.11894395351409913,2025-W52
2025-12-23,2.228762626647949,2.7485194206237793,2.151214122772217,0.051975679397583,0.06979365348815918,2025-W52
